43	Let me say straight away that this movie is toxic waste for the mind. This movie is not watchable because it has a good story; it doesn't. It's not watchable because there's good acting; there is none. It's watchable because of the cast. This will take you down TV memory lane...how many former TV stars can you pick out?<br /><br />As with any TV "Movie of the Week", the drawing power is in the stars. The story involves the inaugural flight of "Maiden One" the first supersonic transport plane. (The movie ignores the fact that it was a British-French conglomerate that first built the Concorde, and had to sue for the right to land in America during this time.) In this movie, we have a disgruntled worker who sabotages the flight by putting detergent in the hydraulic lines in order to get revenge on his boss (Burgess Meredith).<br /><br />We also have Doug McClure trying to get back into Tina Louise's pants, Billy Crystal playing a rather fey steward, John Delancie in training for his future role as Q, and Peter Graves as one half of a former May-December romance. Did I mention that there also happens to be a plot line about the airplane carrying the Senegal flu, which is now spreading among the crew? If you don't have sabotage, you've got the untamed strain of flu floating around.<br /><br />There are two references that date this movie. One is a reference to the "Swine flu". The other is the way that Burt Convy discusses abortion with his bimbo girlfriend -- the concept is mentioned, but she won't let him say the word.<br /><br />The movie does have a reverse natural selection -- the megastars like Meredith & Graves die, but losers like Convy, McClure, etc. live to make another bad TV movie. Check out the cameo of Regis Philbin (and his hair) as an annoying TV reporter.<br /><br />Sterno says SST Death Flight is a guilty pleasure.
44	This, according to most, was not the best film of all time! And, perhaps they're right, but one never knows just what can happen when you see a film. My winter vacation had already been planned when, one Monday evening in February 1982, I saw "SST: Disaster in the Sky" (one of its other names). It only took me 'til Friday to call my travel agent and change my destination from Columbus, Ohio to Dakar, Senegal. I took off within a few days and with no hotel, old French and a small bag, I landed in Dakar. It turned out to be one of the best experiences of my life. For that reason, this movie for me is a 10! No one ever said that a film had to win Oscars in every category to have a profound effect on the viewer. This one did it for me and that is why I watch it whenever it's on TV. Unfortunately, so many years have passed, that no channel shows it anymore. Ah, if only there were a DVD. I'd buy it immediately.
45	A Concorde with a terrible paint job and a passenger list of half-wits begins to have trouble in the air.<br /><br />I didn't care that Mike Brady was the captain. I didn't care that Ben Cartwright was one of the airport big-shots. I didn't even care that when the plane wrecked and burst into a giant fireball, everybody on board would die a bloody screaming death. As a matter of fact, I was hoping for the plane to explode. Yeah, that would be good, because then I could see every one of these dildoes fry and watch them float down to earth in a shower of bacon bits.<br /><br />Thank you for burning beyond recognition with Dumbbell Airlines.
46	Here's a an idea  let's round-up a bunch of Hollywood has-beens, second rate TV actors, and a bunch of no-names and put them all on board a cross Atlantic flight. And let's add a crazed mechanic with a grudge. Oh, and how about adding a deadly virus that fills the plane? You've got the recipe for a 1970s TV movie-of-the-week! <br /><br />How many of these doomed airplane movies did they make? If you believed what you saw at the movies and on television, planes were dropping out of the skies like flies in the 70s. These kinds of movies were all the rage and SST: Death Flight was meant to grab onto the disaster-cycle coattails. I'll give the movie credit, though  it's actually not much worse than most of the rest of its ilk. The acting is what you would expect from the likes of Lorne Greene, Tina Louise, and Bert Convy. The manufactured tension comes across 30 years later as more humorous than anything else. The characters are cardboard cutouts with overly dramatized problems that can miraculously be solved in an hour or so. The one thing SST: Death Flight has going for it is a slightly unusual twist at the end where the characters the choice of life or death. Other than that, it's cookie-cutter 70s disaster film-making at it's best (or worst, depending on how you look at this stuff.)
47	This is one classic disaster movie from the late 1970's. Starring: Billy Crystal, Lorne Greene, Peter Graves and Misty Rowe. ''Death Flight'' begins with a scene of a silver, white, red and orange supersonic passenger jet which looks like a Concorde with four turbo-engines from a 747, two on each wing, flying through the sky. Next we see Capt. Jim Walsh played by Robert Reed making announcements to his cabin supervisors to not worry about going twice the speed of sound to his crew members.<br /><br />Next are the movies main titles at JFK airport in New York. The story of this movie revolves around 7 crew members, 250 contest winners turned passengers and a deadly flu virus. One hour after takeoff, the first flight of America's first S.S.T. is struck by, in this order: an on-board explosion due to faulty hydraulic lines, three crew members burning to death on-board, and last but not least, a virus being released. After many attempts to land at various worldwide airport's, the plane crashes and explodes in South Africa, leaving only most of the films main stars alive, and all of the extras dead naturally. One things for sure, if you can find this movie do not miss it. In total, so far, there are eight different versions of the movie on release, this includes foreign releases. <br /><br />For Irish TV, in the summers of 2004 and 2005, RTE ONE showed the ''Death Flight'' uncensored release at times between 12:15 a.m. and 12:30 a.m. Let's hope they show it again soon.
48	That so many good actors would get together in such a bad film. This movie's premise seems to be "take a cast, put them on an SST, and then subject them to trouble after trouble." I also find it hard to believe that so many good actors would have an off day every day of filming and at the same time. How many of their careers didn't get ruined by this film is beyond me, especially that of John de Lancie. Avoid this one at all costs. Airport '79 was a much better film, and Airplane! was a whole lot funnier.
49	A plethora of stars are here. I was surprised to see a fay Billy Crystal, annoying Regis, Mike Brady, Burgess, Ginger, Q, Peter Graves. It's Titanic in the sky as anything that can go wrong does go wrong on this plane's maiden voyage. Lots of sub plots are thrown at you and still no story can be found. I loved the realism of how passengers could easily walk up and down aisles freely during the flight. This wild ride couldn't end any faster for me.<br /><br />
50	This is a children's movie. Is it a great children's movie? No.<br /><br />But, it is an enjoyable children's movie. Sure Gamera looks like he was constructed at the last second out of an old shopping bag; and, Monster X looks like something that you pulled out of a Salvation Army drop-box. But, this movie has children as the main characters, doing the bulk of the heroics and making the bulk of the sound decisions...<br /><br />There are a tremendous number of plot-holes in this movie; but, if you've got children, and a little patience, you can enjoy ninety minutes of pig-headed adults, brave children and flying turtles...<br /><br />Also, there is a certain resemblance to the science fiction novel Blameless in Abaddon...anyone else notice?...
51	I said in my "Gamera vs Zigra" review that that was the worst of the Gamera films. I was mistaken, "Gamera vs Jiger" is the worst of the Gamera Films.<br /><br />Basically in this film Gamera must save mankind from Jiger. Jiger is a monster who came back because some construction workers take away a statue that supposedly keeps JIger from escaping. Jiger manages to stab Gamera in the neck and put some eggs into him that later hatch into little Jigers.<br /><br />First of all this film has the worst looking of any of Gamera's foes. Jiger looks pretty cheaply built and does not look all that interesting. Jiger is a female due to the fact that it lays eggs. Se had potential and looks kind of like a prehistoric amphibian with a fin on his back. Jiger can shoot spears out of her head and kind of hover over water by shooting gas out of her body???? Mainly Jiger's face just looks lame. Just a bad looking cheap monster.<br /><br />Gamera also is looking bad in this film. I do not know how many different Gamera suits were made but this one looks really bad.<br /><br />There are a lot of parts that I just thought were bad. Like how the two kids take a submarine into Gamera's body. I am not a big fan of traveling into the body of other creatures even in films, it just looks odd.<br /><br />The monster fighting is nothing new. Just same old stuff. The only really interesting aspect of this film is how Jiger infects Gamera with eggs of hers that later hatch inside of Gamera. But for the most part the monster action is not exciting and just the same old stuff.<br /><br />The dubbing is pretty bad as usual. Why would the one guy make a gun noise and gesture when telling everybody the two children should have taken the undersea gun with them. And did they really have to show the people cutting open the elephant trunk and pulling out all the larvae that were inside? Disgusting.<br /><br />A pretty bad monster film. The worst Gamera film I have ever seen. Not recommended.
52	For you stoogeheads who haven't seen this short, but have seen (and watched repeatedly) the original version 'CORNY CASANOVAS', then stick to watching that one and don't waste your time on this clunker. All of the Besser remaking Curly or Shemp shorts miss the mark, but this attempt is extremely putrid. Poor editing, and transitions from old to new footage (and vice-versa), horribly redone gags, Moe treating diaper Joe like a delicate 2 year old instead of cracking his skull like he did with Shemp & Curly. In short, it stinks!<br /><br />1.5/10
53	There are some exciting scenes in this movie but in general it is second-rate. The shoots are overextended, the characters are not life-like and some actors don't perform well either. I also didn't like multiple nationalist statements which have nothing to do with the plot. I guess the director intended to make his characters mysterious but instead they came out to be unnatural. We are supposed to see how different people successfully struggle with hard times in their lives. But two stories, the one of Carlos and that of Mikel, end up with nothing and the third, the story of Ana, makes a turn without any reason. The movie is very depressive but without any message that derives from it.
54	I recently saw this film at the Santa Barbara Film Festival in California. The person who introduced the film described it as being similar to "21 Grams". I agree with this statement, however, where "21 Grams" left me feeling sad and hopeless, I left this movie with a smile on my face and filled with optimism.<br /><br />Sceenwriter Alejandro Hernandez says the story is "about second chances and hope... hard times are only the prelude to something better." The movie poster proclaims "Life may be full of hard times, but it is ultimately worth it". This is the feeling it gave me.<br /><br />It is an ensemble piece full of some great Spanish actors (notably Leonor Watling and Javier Camera who give great performances). The characters lives intertwine as they deal with turning points in their lives.<br /><br />I gave it a 9 because I felt it was a little slow in places, but besides the pace, I think this film has a lot to offer and we can learn from it. The characters deal with struggles - from relationships ending, fear, work problems and low self esteem, but by confiding in others, they find ways to turn their lives around.<br /><br />I recommend this movie if you need a pick-me-up and if you enjoy Spanish cinema, because this is one of the best Spanish films I have seen recently.
55	The dazzling multistory "Hard Times (Malas Temporadas)" is clearly a masterpiece in foreign cinema. The film plays itself out as a latino "Magnolia" and one can question whether it pays homage to that film. Director Martin Cuenca develops an interconnecting puzzle of conflicted characters in modern Spain: you have your social worker mom who's teenage son entraps himself in his room each day in order to avoid interaction with others, you have your solitary ex-convict who stalks his former cellmate, you have your amateur pilot who dreams of going to Miami (talk about going to Hard Times! Just Kidding! Like former Florida Marlin Livan Hernandez said after winning the 1997 World Series "I Love Miami"), and you have your paraplegic beauty who plays high infidelity from her rich husband by sleeping with the Cuban (Yea! Cubans rule! Sorry! Being a Cuban American, just had to say it!). The hardening of this tangled web is the time when their lives intertwine into a central fixated message about the love of life. The cast was nothing short of stellar! Respected Spanish actor Javier Camera again demonstrates why the camera loves him with his astute performance as the ex-convict Mikel. Nathalie Poza was stunning as the stressed social worker mom Ana. Eman Xor Ona was sturdy as the Miami dreamer Carlos. The screenplay of "Hard Times" must have been a hard one to develop because of its crossover components but I do commend Cuenca and Alejandro Hernandez for their triumphant scribing effort. You will find yourself having a easy & good time and having a worthwhile cinematic experience when you go see "Hard Times (Malas Temporadas)". ***** Excellent
56	I saw this movie by accident and i love it since.<br /><br />I got the DVD and in quiet moments I dig it out and watch it again...<br /><br />It's one of those rare films that keeps you watching while the story is flying by. The Characters fits the story and I also like the energy between the characters. The chosen music is excellent and keeps everything together.<br /><br />I wouldn't say it's realistic, that a boy rapes an unconscious women. But who never dreamed of an unconscious girl..:P <br /><br />In the end Julietta tries to make everything work and that makes her character even more appealing. <br /><br />I love the persons and the Music. Great Film.<br /><br />And to the others, who always compare one film with another: Live is not that easy to compare. Like the title says. Greetings
57	Overall this film was well acted, at least on the part of the main characters.<br /><br />The major issue I had with the film was the fact that after this guy, Max, admits to raping Julietta (she is indignant and mad for a whole five minutes) she forgives him. At this point she is pregnant and doesn't know if it is Max or Jiri's kid, but breaks up with Jiri for no real reason and has dinner with Max. As a woman I found this whole part to the story to be completely far-fetched.<br /><br />I also found that the film's language was a lot stronger than I thought it would be and the sex scenes were quite...detailed.<br /><br />On the whole I didn't enjoy this film - the storyline's fault.
58	Christoph Stark's second film comes not so long after that trendy, popular flick 'Run Lola Run' by Tom Twyker. It must still be fresh in Stark's memory, because something in 'Julietta' smells derivatively of the latter film. While Twkyer's film was quirky, and combined music with fast-paced shots without being too "MTV" about it, you have to wonder what Stark really wanted to do.<br /><br />The plot is all rather banal: young, and in all probability, wealthy German youth party it up at the annual Love Parade in Berlin. The protagonist Julietta heads up with her friends from Stuttgart to see her boyfriend Jiri and promptly loses him in party fervour and drugged out disorientation. In her near-unconscious state she has what should be a disturbing encounter with Max - a DJ/producer with a sensitive heart even though he'd sleep with a woman when she's passed out.<br /><br />Julietta returns to Berlin with a dilemma on hand and meets up with Max again (who has been befriended by boyfriend Jiri), and of course, what unravels is a predictable case of three-way tension, and so-called matters of the heart.<br /><br />Stark's camera movements - often times rapid - and the bright hues of primary colours that fill the screen (Julietta in bright reds) are all affected attempts at being stylistic, but come off strained. It is as if he wants to make a film about youth culture and troubled emotions, absent parent figures and city life. But all he does is churn out a conventional tale with a supposedly unconventional twist in the plot. This twist in the plot is set to make us believe that men who take advantage of women may suffer profound guilt afterwards and have a compassionate heart. Itself characterized poorly in the figure of Max.<br /><br />There's neither alluring style, nor substance to this film. An absolute waste of time. A pity, because lead actress Lavinia Wilson offers a promising performance which is wasted on this film.
59	Overall this film was well acted, at least on the part of the main characters.<br /><br />The major issue I had with the film was the fact that after this guy, Max, admits to raping Julietta (she is indignant and mad for a whole five minutes) she forgives him. At this point she is pregnant and doesn't know if it is Max or Jiri's kid, but breaks up with Jiri for no real reason and has dinner with Max. As a woman I found this whole part to the story to be completely far-fetched.<br /><br />I also found that the film's language was a lot stronger than I thought it would be and the sex scenes were quite...detailed.<br /><br />On the whole I didn't enjoy this film - the storyline's fault.
60	This german movie is one of this boring serious german movies filmed year after year to burn money which is better used for good movies.<br /><br />To forget this, it begins at the "Loveparade" in Berlin, with very very wild beats and a shaky very very modern camera. A couple had sex somewhere, get lost and the girl - full of drugs - is raped by the man who gets her out of the water of a fountain while she is sleeping. Some weeks later she realizes her pregnancy, came back to berlin and in the chaos of boyfriend, his friend (the raper), a drugdealer and her parents she searches for her way to future. It's a terrible film, in every scene the raper is full with conscious of guilt. The poor guy. No punishment. Only comprehension for his emotions.
61	This is a perfect example of a series that long outlived its usefulness. I loved Pinky and the Brain and watched the show almost religiously, but when some dunderhead at the WB decided to pair these mice with Elmyra, I was horrified. There was absolutely no reason to take them away from Acme Labs except that the show had just run out of ideas. This was an example of the expression "jumping the shark"--it was obvious it was all downhill for the show from then until its cancellation--and with crappy episodes without the original formula, it wasn't long before the show breathed its last. Frankly, I just found it embarrassing to watch towards the end. My recommendation is never watch this incarnation of the show and use massive amounts of denial. Convince yourselves and others it never occurred---the ONLY shows that ever existed were Animaniacs and Pinky and the Brain. They NEVER paired the mice with Elmyra--no, never!!
62	"Captain Salvation" could have been a segment of "Intolerance." In 1840, faced with blind discrimination, unfounded gossip and strict religious judgment, Anson Campbell, a seminary student, retreats to the sea. There, through a series of unfortunate events, he is reborn to his faith, 'baptized' by the fallen woman who has enlightened him. <br /><br />Most performances are standard, but Pauline Starke's work is excellent. George Fawcett's character, Zeke, provides some of the story transitions by being around when the transitions occur. It is a critical function in silent movies too often provided by title cards alone(in talkies, by a narrator or other dialog). Generally, this picture is very smoothly directed by John Robertson. <br /><br />Cinematography by William Daniels helps this picture shine. The new orchestral score by Philip Carli (TCM induced, I think)is great.
63	I was fortunate to be sent a copy of this movie after my plea. It was worth it as it was a far better movie than I had expected, it not being one of the most well known of silents. Everything about this movie was class and to top it all off, the soundtrack by Philip Carli was just perfect and the print was crystal clear. The direction by John Robertson was first class, again considering that he was not one of the more well known directors of the time and the photography was the usual high standard that we expect from William Daniels. The cast were all excellent, Lars Hanson was superb as the tormented title character Anson Campbell, he has been accused of over acting, but, Anson Campbell is a man who is losing his faith and heading for a mental breakdown to boot and Hanson portrays that with chilling clarity at times, though admittedly he was a little over wrought in some later sequences. Pauline Starke was absolutely amazing as Bess Morgan, she made you care so much about her and you truly believed in her character as a woman who has endured so much sadness and has hit rock bottom as a whore, but, is willing to seek redemption and change her life. Marceline Day was excellent as Mary Phillips, so much in love with Anson, but, still putting her faith ahead of her heart. This was a film that questioned the personal interpretation Christian charity in a manner that I found surprising for a film of that time All the cast was superb and the settings of a small New England harbour town was excellent, the shipwreck scene was very well done. All in all an excellent movie and if TCM show then I recommend it 100%. Special thanks to Paul, without whom I'd have never seen this treat. Hey TCM UK, when are you going to show more silent classics like you do on the other side of the pond?
64	As was noted by Cine Tiger, this excellent silent film was offered by Turner Classic Movies on their Sunday Night Silent feature.<br /><br />"Captain Salvation" was beautifully photographed, and although it does show the difference in the movie-making of that day to this day, it was a captivating journey. Marcelline Day was simply excellent in this film. My original vote for this drama was a 6 but after reflection, I raised the vote to a 7 because some of the scenes were so very haunting.<br /><br />The newly added soundtrack for "Captain Salvation" was most enjoyable.<br /><br />Plaudits all around to the restoration team, to the music composer, and to the Turner Classic Movies channel and its executives. This was a great film to restore and it was definitely an enchanting story to view on a quiet Sunday night. This movie also gives the lie to those modern cynics who say that spiritual or religious themes in movies are passe' or "old hat." Not so. Granted, this was truly a '20s movie and the 1920's had an element of resurgent Christian fundamentalism in that era, a resurgence which contrasted so very sharply with the age of "flappers, flivvers, and fol-de-rol".<br /><br />With many other classics of the '20s awaiting restoration, we can only hope for the best and for the immediate rescue of these cultural documents from our true American history !! Let's hope TCM shows this one again and again.
65	When I first saw this movie, I was around 9 or 10 years old. This is William Castle's first "official" horror movie. There are no monsters in it and no killers, at least no "graphic" killings, but for some reason, this has always been one of my favorite William Castle movies. I remember watching it real late at night. I think the intro and the end credits were somehow "scary" to me. At the end, as the credits are rolling, there is a cartoon of a "macabre" parade walking by. I still remember that to this day. One of the cartoon characters is carrying his own head. I'm 50 years old now and it's funny how a person can remember insignificant stuff like that over the years. I sure wish this movie would be released on DVD. I would love to see it in crystal clarity like the other William Castle movies that have been released on DVD.
66	I finally saw this on TV several years ago and wish I had taped it. It's got strong story elements that could have been developed into something really great.<br /><br />The idea of a funeral to be held at night because the deceased, the daughter of a very wealthy man, had been blind sets the tone. Add a race against time to save a kidnapping victim who's been buried alive and you've got the elements of a tidy thriller.<br /><br />My understanding is that the novel this was based on, THE CONCRETE GARDEN if I remember the title correctly, was actually written by several mystery writers. It was a project where writer A came up with the concept and wrote opening, then passed it to writer B who developed it and threw in complications that would make writer C sweat bullets to resolve. The fact that there were so many writers involved seems to have made it very difficult to get the rights to the story, and that's why it's the only one of William Castle's thrillers not available on video.<br /><br />We've seen remakes of several of Castle's works. Maybe someone will discover this one and get the rights issue resolved.
67	William Castle's first excursion into the horror genre is not really scary at all. It's a mild murder mystery about several dislikable characters, one of them presumably having committed a grizzly crime. It gets bogged down midway with some flashback sequences which really don't help the narrative THAT much. The performances are well acted and the film manages to keep a decent level of intrigue and curiosity throughout. It's also unusual to see Jim Backus in a rather unlikable role. However, being advertised as a "horror" film, it fails to provide enough ample shocks to please in that department and it lacks some of the chills and humorous touches of Castle's later work. Still, it's worth a look as the first of the William Castle "gimmick" films.
68	Loved this show as a kid, about 18 years ago. I always had a vague memory about the show, and could never find information about it. Thank you for helping me find this, IMDb users! From what I do remember about the show, at the beginning of each episode, a guy crawled through a log to get access to a secret clearing in the woods. There, he would play his guitar and sing songs. The show aired sometime in the 80's and perhaps early 90's. <br /><br />By any chance, does anyone remember a show which would air around the same years as this show where there was a woman walking around with a net. I can't remember if she was catching bugs or animal watching. Does this ring a bell for anyone?
69	It is a rare event when I rate a movie on the level of a 10, but if I could, I would go even higher for this film. I grew up with many films like this. Cartoon fantasies including "BFG", "The Brave Frog", "The Hobbit", and even "Wizards"... but none quite effected me on the level of this brilliant movie. While, when I was young, I did not capture the fantastic beauty of such a sweet story, I did feel something that nothing else gave me. Something... perfect. I only wish I could find it, and sadly I cannot.<br /><br />The story is, as many say, somewhat themed after Shakespeare's classic "Romeo & Juliet", however, the mixture of vibrant Fantasy and animation makes this far more memorable (And I am a lover of R&J). This is, in my truest of hearts, THE movie to me. There is no better movie, and there is no film that means more.<br /><br />I would recommend this to anyone with a child in their heart, and passion in their soul. It is a wonderful piece of cinematic genius, and I know that if I could only find it... I could reclaim a piece of my wondrous childhood.<br /><br />If you ever find this, obtain it and hold onto it. You do not know what a beautiful Gem you possess.
70	This movie could very well have the best original score I've ever heard, which is saying a lot because I pay close attention to such things. So, Koichi Sugiyama, thank you for your excellent work. That is the main reason why I voted a 10 on this movie. The film is quite a bit silly at times, but otherwise flawless. I just wish more people had seen it. Friendship, sacrifice, loyalty, destiny, fate, and love... Like I said, "Wow."
71	In my opinion, this is an absolutely romantic masterpiece about breaking rules to be together. If you ask me, the law about children of fire and children of water was absolutely pointless. You'll have to see the movie if you want to know why. On the other hand, Malta (voice of Mami Koyama) was a very beautiful young woman. I believe that she and Sirius (voice of Tôru Furuya) were truly meant for each other. To me, the setting was beautiful, the cast was well chosen, and the writing was strong. Before I wrap this up, I'd like to say that everyone involved in this film did very well. Now, in conclusion, I highly recommend this absolutely romantic masterpiece about breaking rules to be together to all of you who haven't seen it. You're in for a good time, so go to the video store, rent it or buy it, kick back with a friend, and watch it.
72	Here is another rarely-seen anime film I had watched online, and after I did I love it. it's a beautifully-animated fantasy about two star-crossed lovers from opposite sides : Fire & Water. You know, I didn't know Sanrio, creator of Hello Kitty (and all the other cuddley characters we love) maded this film; but now I do.<br /><br />The feud between Fire and Water started along time ago, when the two siblings, Oceanus - God of Water (Sirius' father), and Hyperia - Goddess of Fire (Malta's mother), lived in peace and dearly loved each other. However, the God of Wind, Algaroc, become jealous of the pair's happiness, and spread lies and deceit between them until their hatred for each other brought about war. Finally, Algaroc was imprisoned by the King of Gods himself, but after that time, the brother and sister still despised each other, so the Children of Fire and Water forever remained apart. Years later, Prince Syrius of the Water and Princess Malta of the Fire meet and fall in love, and they meet in secret.
73	I loved this film when I was a kid and I know a lot of you have been having difficulty finding a copy. I found this guy online that makes DVD transfers of the film on English dub with menus and everything:<br /><br />http://8store.8thman.com/ta3.htm<br /><br />I ordered the import from Japan as well but that doesn't have English subs or dubs. I think these transfers will be true to the childhood experience we remember.<br /><br />I remember watching this film over and over on a VHS tape when I was little but that tape has long gone and I am aching for a DVD version. Hopefully Sanrio reproduces this classic on DVD because there is definitely a cult following. I've been seeing bootlegs of this going for as much as $70 on eBay!
74	The last time I saw this film must have been nearly fifteen years ago. During that time, although I had forgotten the title entirely, there were aspects of this film that stuck in my brain and likely contributed to a few random dreams; I remember not really following the plot as a child, but I recalled finding it A) very beautiful, and B), unbelievably dark. Certain scenes and characters have stayed with me with dogged persistence---a swarm of jellyfish that seem to electrocute or burn their victims to death rather than poisoning them; the deaths of two juvenile characters that hammer home the realization that, like in the film *Cube*, every last character is expendable; and the image that probably haunted me most of all, the scene towards the end involving a forced cocooning that speaks volumes about parental coercion and a pigheaded refusal to see reason. Many reviewers have compared the story to Romeo & Juliet, and although I wouldn't have understood the analogy as a child, I'm sure I recall the realization that, however majestic and omnipotent the combatants (Sea and Fire, in this case), the conflict presented is nothing more than a childish feud, a pointless and senseless sparring match that will probably never see a true victory. Pretty disturbing themes for a film allegedly for children! Now that I have recently rediscovered the title(s), I would greatly enjoy finding this film again, if only for old time's sake. It's rare that a film leaves such a long impression on me, and for all those out there who also were touched by this film, I'd recommend it in a double billing with Martin Rosen's *Watership Down*, a similarly lovely and chilling animation.
75	I have always loved this movie. I don't know how my dad bought it but it must have been popular in the states when I was young. It is my favorite animated movie because of how beautiful it is. I used to pretend I was Princess Malta every night before I went to bed. Please try to find and see it if you are a lover of pretty things. My favorite thing about this movie is how sacrifice is romanticized. The only downside is the overused Romeo and Juliet theme, albeit, the story deviates from the older story enough to fool younger viewers. Malta is drawn very beautifully and so is Oceanus, the sea god. It is very dreamy and beautiful to journey into the world of "The Sea Prince and the Fire Child."
76	I have been in search of childhood anime for awhile now. This movie was at the top of my list. I haven't watched it since I was very young. I remember renting it over and over. The story line is very interesting and playful. I loved every character in the movie. The pictures and the way the animation was drawn was one of my favorite things. The score for the film gave me goosebumps even as a small child. Definitely a must for any anime fan. I was overwhelmed with excitement when Nausicaa of the Valley of the Wind came back into print on DVD this year. Maybe this movie will come back into print, but I doubt it due to the risqué nature of the film and modern definition of G rated movies. Absolutely Great movie. Hope I get to see it again soon.
77	As far back as I can remember, my sisters and I have been fascinated with this film. I guess that would be my whole life since I was born in 81! We had a tape of Sea Prince and the Fire Child and it was watched so often that it started to deteriorate. My father would get mad because we didnt care if we ruined the vrc as long as we could watch our movie. I wish I could find another copy of it as ours went 'mysteriously missing'! My favourite character would have to be Bibble. If i remember correctly thats his name. But the summary says the fire child's name is Marta! I guess the way Sirius always said it made us confused because we called her Malta. But really, this is one of the best memories of my childhood. If anyone knows where I can get a tape, let me know!
78	Jacob Wade (Jack Palance) used to be a celebrated shootist just stepping into middle age and mortally weary of having to be asked to leave every town he rides into To make matters worse, a few notorious outlaws, led by the vile King (Neville Brand), are also out to take him down <br /><br />Now he tries to do something for his boy Riley (Anthony Perkins) by catching and breaking mustangs in Echo Canyon, the best wild horse country in the territory <br /><br />Complicating the situations further is Jacob's bad relationship with a kid who hates him, and Ada Marshall (Elaine Aiken), a young woman whom Jacob met in a gambling hall, and shot a man on account of her<br /><br />Here is a thinking person's Western that deals with one ex-gunman who also is unable to shake his past and whose ultimate goal for taking root again is by lynching <br /><br />Levin shows a dark, depressing, and sadly realistic face of the west... In fact, the entire movie is a drama of characters But watching the film, you would be able to feel how Levin equates victory with redemption
79	Since childhood I've found the actors playing the bad guys more interesting than the main characters,at least till about 1970 or so.Many that I viewed in the 1950's didn't last long in a movie or TV program because they were an early victim to the star.Some eventually went on to make names for their selves but for the most part I liked them more when playing minor roles.Some of those minor role villains are in this movie and I found them very entertaining.There's Neville Brand playing King Fisher,a good performer but sometimes a little bit to scary even for me when dealing out punishment.Others like Faro (Lee Van Cleef),Sundown Whipple(John Doucette) and Blackburn(Claude Akins) are in top menacing form.While not a household name another quality performer is Robert Middleton playing Ben Ryerson.Whether playing a politician or a mob boss he gives a quality performance.In this movie he's a bit grubby looking but handy with both a gun and a knife.Then there's Willie (Elisha Cook Jr) one of Fisher's men.He usually bursts into a room big eyed bearing news but has to grab a quick drink before speaking.So much to my delight the cast includes a rouge's gallery of personal favorites,almost like a dream come true.For those who like the good guys the movie leans more towards a nightmare.Jack Palance plays Jacob Wade the main character.As usual he has the look of a strong tough looking man.His performance is better than usual but that just means it's not as stiff as usual.The story lacks a bit of direction also.Those two points are forgotten because of Anthony Perkins who plays Jacob Wade's son Riley.His part lacks direction or maybe a director as it seems like he or someone else wants to sabotage this movie.First off he's too old and big to be playing the part of the son.When he does show some sign of a emotion it's fitting more for someone at least 10 years younger than him.To the simple statement that his mother(deceased) was a fine woman he responds blandly"talk about my mother again and I'll kill you",really off the wall.Elaine Aiken gives a good performance and is nice looking.In another comment it was basically said her character with it's good qualities has no reason to be interested romantically in the wimpy Perkins character,that's hitting the nail on the head.So this movie was just about what I expected,the minor roles out shining the main characters.One of the main characters looked like a good friend must of gave them the part.
80	This film has a lot going for it. It was done in Vistavision a process that gave a superior quality to the film on the screen, and unusually in black and white, since most of the films in Vistavision were in color. The cinematography is great, specially when it shows the wild horses being chased and captured. It has three excellent performances by Jack Palance, Tony Perkins and most of all by Elaine Aiken. Palance is a gunfighter who wants to change his lifestyle but knows that the odds are against it. But he takes upon himself the mission of turning his revolted son Tony Perkins into a better person. In this task he is helped by his former mistress Elaine Aiken with whom he wants no more involvement. There is quite a sensual chemistry between Aiken and Perkins. I wonder why such a talented, good looking woman like Aiken made so few films. It is very hard for a normal father son relationship to develop between Palance an Perkins, and director Henry Levin handles it very well, making the film come to a very satisfactory ending.
81	This isn't the cowboys vs. indians or "saved by the Cavalry" formulaic western. There is characterization! Jack Palance delivers a great performance. He can act when the script and director allowed him. Tony Perkins seems to be the same character as he was in Tin Star. Great outdoor scenery; the studio should have paid the extra cost to film this in Technicolor.
82	This film has got merit not least the photography. It is beautifully shot and the location has much to admire. There is a touch of John Ford in parts. Its main strength is the performance by Jack Palance. Anthony Perkins is ok but he has not a lot to do. Small parts by familiar actors adds to the attractions of the film which is well worth a viewing. One of my childhood best loved films which I was not disappointed with when I watched it recently.
83	I found "Lonely Man' in a local library. I can't believe it only has 26 votes on the IMDB. This is not as great as the Anthony Mann films I've studied in grad school. There is one with Anthony Perkins called "The Tin Star" which I would recommend more. But, this is still a good Western which doesn't follow the conventional theme/structure narrative. Worth a look.
